No,분류,분류,분류,2011년 1월,2011년 2월,2011년 3월,2011년 4월,2011년 5월,2011년 6월,2011년 7월,2011년 8월,2011년 9월,2011년 10월,2011년 11월,2011년 12월,2012년 1월,2012년 2월,2012년 3월,2012년 4월,2012년 5월,2012년 6월,2012년 7월,2012년 8월,2012년 9월,2012년 10월,2012년 11월,2012년 12월,2013년 1월,2013년 2월,2013년 3월,2013년 4월,2013년 5월,2013년 6월,2013년 7월,2013년 8월,2013년 9월,2013년 10월,2013년 11월,2013년 12월,2014년 1월,2014년 2월,2014년 3월,2014년 4월,2014년 5월,2014년 6월,2014년 7월,2014년 8월,2014년 9월,2014년 10월,2014년 11월,2014년 12월,2015년 1월,2015년 2월,2015년 3월,2015년 4월,2015년 5월,2015년 6월,2015년 7월,2015년 8월,2015년 9월,2015년 10월,2015년 11월,2015년 12월,2016년 1월,2016년 2월,2016년 3월,2016년 4월,2016년 5월,2016년 6월,2016년 7월,2016년 8월,2016년 9월,2016년 10월,2016년 11월,2016년 12월,2017년 1월,2017년 2월,2017년 3월,2017년 4월,2017년 5월,2017년 6월,2017년 7월,2017년 8월,2017년 9월,2017년 10월,2017년 11월,2017년 12월,2018년 1월,2018년 2월,2018년 3월,2018년 4월,2018년 5월,2018년 6월,2018년 7월,2018년 8월,2018년 9월,2018년 10월,2018년 11월,2018년 12월,2019년 1월,2019년 2월,2019년 3월,2019년 4월,2019년 5월,2019년 6월,2019년 7월,2019년 8월,2019년 9월,2019년 10월,2019년 11월,2019년 12월,2020년 1월,2020년 2월,2020년 3월,2020년 4월,2020년 5월,2020년 6월,2020년 7월,2020년 8월,2020년 9월,2020년 10월,2020년 11월,2020년 12월,2021년 1월,2021년 2월,2021년 3월,2021년 4월,2021년 5월,2021년 6월,2021년 7월,2021년 8월,2021년 9월,2021년 10월,2021년 11월,2021년 12월,2022년 1월,2022년 2월,2022년 3월,2022년 4월,2022년 5월,2022년 6월,2022년 7월,2022년 8월,2022년 9월,2022년 10월,2022년 11월,2022년 12월,2023년 1월,2023년 2월,2023년 3월,2023년 4월,2023년 5월,2023년 6월,2023년 7월,2023년 8월,2023년 9월,2023년 10월,2023년 11월,2023년 12월,2024년 1월,2024년 2월,2024년 3월,2024년 4월,2024년 5월,2024년 6월,2024년 7월,2024년 8월,2024년 9월,2024년 10월
35,서울,서초구,서초구,6.90000,6.90000,6.90000,6.90000,6.90000,6.90000,6.91608,6.86281,6.84828,6.79064,6.83077,6.72869,6.66667,6.66667,6.66667,6.66667,6.66667,6.75000,6.69867,6.60080,6.55680,6.51852,6.48381,6.36364,6.33648,6.20690,6.17336,6.17662,6.12505,6.02801,6.00000,6.00000,6.00000,6.00000,5.93529,5.79024,5.68421,5.59648,5.50815,5.45455,5.46980,5.45455,5.45321,5.43295,5.44331,5.27118,5.21739,5.14286,5.14286,5.07031,5.09245,5.00000,4.92308,4.86616,4.80000,4.74386,4.70253,4.71790,4.59437,4.50000,4.50000,4.44444,4.36364,4.34467,4.31598,4.31295,4.26667,4.25430,4.26667,4.18227,4.16327,4.11429,4.02527,4.00000,4.00000,4.00000,3.96000,3.96112,3.90361,3.92308,3.93706,3.92031,4.00000,3.94554,3.95294,3.92895,3.90000,3.89057,3.96944,3.92727,3.91995,3.96010,3.93103,3.87295,3.89039,3.89857,3.87204,3.92727,3.91667,3.96522,4.00000,4.00000,4.00000,4.00000,3.96247,3.92727,3.92107,3.91166,3.85714,3.94286,3.94018,3.90000,3.86670,3.84757,3.82557,3.78981,3.76471,3.80952,3.74400,3.65000,3.69970,3.74586,3.75823,3.81097,3.90799,4.01525,4.00000,4.13793,4.07225,4.03237,4.06154,4.05901,4.13793,4.13793,4.11908,4.06145,4.07269,4.09774,4.06780,4.01370,3.99038,3.99244,4.07983,4.11033,4.18438,4.22691,4.32011,4.50000,4.50000,4.58599,4.56036,4.72919,4.65439,4.49552,4.53333,4.53333,4.55696,4.58824,4.60800,4.61538,4.60074,4.58819,4.61538,4.60000,4.58237,4.60574
36,서울,강남구,강남구,7.50000,7.50000,7.50000,7.50000,7.50000,7.50000,7.50000,7.48052,7.50000,7.49453,7.40000,7.23285,7.18832,7.13630,7.18703,7.19163,7.13878,7.17241,7.12500,7.07571,7.09970,7.16321,7.08763,6.97674,6.91608,6.79770,6.64838,6.60524,6.58065,6.54545,6.47585,6.38653,6.37500,6.36738,6.23081,6.07808,6.00000,5.91966,5.82524,5.82691,5.82513,5.83069,5.83784,5.86570,5.83784,5.82857,5.69695,5.65059,5.61702,5.50000,5.45455,5.35502,5.27466,5.19448,5.12690,5.00000,4.89909,4.80000,4.76510,4.61538,4.50000,4.44524,4.42500,4.38322,4.40000,4.37801,4.40000,4.40000,4.38462,4.32673,4.26667,4.24294,4.23529,4.19120,4.17391,4.14734,4.15239,4.15385,4.11429,4.09993,4.08000,4.05195,4.00000,4.03656,4.00000,3.99400,4.00000,3.99583,4.00000,4.00000,4.00000,4.03860,4.04321,4.03361,4.00000,4.00000,4.00000,4.00000,4.00000,4.05992,4.06154,4.10526,4.08042,4.00000,4.00000,3.97433,4.00000,3.99804,3.94773,4.00000,4.00000,4.00000,4.00000,3.95272,3.94138,3.90718,3.90846,3.96314,3.96117,3.98120,3.96522,4.00371,4.07383,4.16282,4.23529,4.15857,4.15385,4.08299,4.07666,4.05083,4.14028,4.00000,4.07205,4.21560,4.21053,4.20000,4.25316,4.27171,4.26667,4.23894,4.25532,4.31084,4.29437,4.30152,4.35000,4.44444,4.73684,4.80000,4.80000,4.80000,4.80000,4.76847,4.65000,4.59438,4.57121,4.57143,4.61538,4.64889,4.61538,4.65267,4.68332,4.68153,4.66667,4.65777,4.67880,4.66667
37,서울,송파구,송파구,6.66667,6.66667,6.66667,6.66667,6.66667,6.66667,6.62069,6.65294,6.60000,6.63158,6.44326,6.38958,6.37500,6.33333,6.30715,6.25773,6.32859,6.31579,6.31579,6.26087,6.19487,6.18182,6.00000,6.00000,5.79310,5.73913,5.67606,5.58140,5.52260,5.45455,5.50000,5.46935,5.40000,5.44745,5.33333,5.28000,5.15452,5.05936,5.05936,5.04350,5.04701,5.05936,5.03963,5.00000,4.90029,4.80000,4.69474,4.62549,4.58824,4.57143,4.52602,4.45714,4.44444,4.44780,4.39958,4.32000,4.28571,4.20000,4.11429,4.00000,3.99682,3.98347,3.96340,4.00000,4.00000,3.94286,3.92309,3.85714,3.78947,3.75000,3.73123,3.63557,3.60000,3.60000,3.60000,3.60000,3.60000,3.60000,3.60000,3.63320,3.63872,3.56418,3.52000,3.52941,3.50000,3.50377,3.50281,3.59784,3.60000,3.60000,3.63479,3.63746,3.63636,3.60000,3.60000,3.60000,3.60000,3.60000,3.59512,3.60000,3.61056,3.60055,3.60000,3.60000,3.60575,3.60000,3.56757,3.36000,3.44414,3.47368,3.49435,3.49091,3.43560,3.51155,3.51164,3.45491,3.46667,3.49254,3.55501,3.60000,3.67347,3.87146,3.98981,4.01947,3.99151,4.00000,4.02120,3.93329,3.90000,3.86240,3.87525,3.83076,3.84181,3.81416,3.85491,3.87141,3.76574,3.86524,3.88106,3.84000,3.87097,3.93611,4.08000,4.20059,4.31097,4.50744,4.66667,4.71429,4.45914,4.44444,4.36364,4.27793,4.12606,4.01124,4.37218,4.33735,4.36364,4.38462,4.39024,4.38462,4.32900,4.32000,4.32000,4.25000,4.20498,4.23529
38,서울,강동구,강동구,8.00000,8.00000,8.00000,8.00000,8.00000,8.00000,7.87839,7.76471,7.71429,7.50000,7.50000,7.38462,7.20000,7.11611,7.05882,7.06396,7.09677,7.08671,7.09924,7.12989,7.14297,7.09091,6.98098,6.86292,6.87149,6.77118,6.87631,6.83025,6.85714,6.70267,6.70267,6.69155,6.54545,6.49066,6.48887,6.39453,6.39453,6.41711,6.31912,6.08500,6.16009,6.05551,6.09442,6.11676,6.00198,6.00000,5.71429,5.73913,5.64706,5.64706,5.76047,5.72270,5.80000,5.76000,5.48571,5.38769,5.18919,5.13505,5.03087,4.85032,4.91833,4.87683,4.80000,4.80000,4.80000,4.84024,4.75424,4.72265,4.70000,4.61863,4.46512,4.30769,4.32851,4.29862,4.34047,4.36364,4.32000,4.28571,4.28571,4.23747,4.21609,4.16891,4.17395,4.15385,4.13333,4.06842,4.08511,4.15385,4.21937,4.11940,4.15385,4.10264,4.15344,4.00000,4.00000,4.00000,4.00000,4.05184,4.11183,4.20566,4.28571,4.40134,4.25121,4.22509,4.23529,4.09091,4.00000,3.87097,3.84000,3.75000,3.79244,3.79144,3.82979,3.84000,3.84000,4.00000,4.00000,4.00000,3.77528,3.66667,3.58345,3.59133,3.79488,3.76451,4.18344,4.23394,4.35049,4.68482,4.63606,4.74193,4.60156,4.42120,4.38483,4.07565,4.06172,4.31183,4.08608,4.05285,4.17878,4.23529,4.03804,4.06375,4.28517,4.35938,4.50000,4.08000,4.44125,4.44444,4.52696,4.45126,4.42478,4.80000,4.78848,4.79442,4.76772,4.73239,4.71687,4.72955,4.68372,4.73684,4.60298,4.60549,4.74277,4.66091,4.62188,4.58838
39,부산,부산,부산,7.46667,7.46667,7.46667,7.46667,7.46667,7.46667,7.38462,7.33333,7.20000,7.20000,7.19874,7.15028,7.09091,7.00000,6.92778,6.85714,6.84411,6.80000,6.75000,6.72931,6.73171,6.75000,6.66667,6.66667,6.66667,6.65683,6.54545,6.50940,6.48043,6.40000,6.30702,6.24000,6.16867,6.12771,6.00000,6.00000,6.00000,6.00000,6.00000,6.00000,6.00000,6.00000,6.00000,6.00000,6.00000,6.00000,6.00000,5.99783,6.00000,5.99310,5.97179,5.80402,5.73913,5.62500,5.54628,5.53778,5.45200,5.33333,5.33333,5.25696,5.25000,5.23636,5.14553,5.14286,5.10320,5.13409,5.05843,5.00349,5.00000,4.88185,4.80000,4.78716,4.75843,4.68704,4.66731,4.70280,4.71903,4.71429,4.76511,4.79628,4.71429,4.66667,4.66667,4.66667,4.66667,4.66667,4.68552,4.73080,4.73684,4.79122,4.73636,4.73397,4.66667,4.65161,4.66363,4.66019,4.66087,4.65394,4.66667,4.71429,4.72727,4.71429,4.68293,4.69565,4.66667,4.61538,4.61538,4.58824,4.58824,4.57411,4.59793,4.59569,4.58907,4.57378,4.55408,4.53373,4.50000,4.47571,4.41212,4.36647,4.33962,4.36364,4.36364,4.39098,4.43077,4.45757,4.46512,4.44040,4.44444,4.42105,4.46512,4.45420,4.50000,4.62883,4.64516,4.66567,4.64779,4.66667,4.70646,4.77193,4.80000,4.84677,4.88889,4.95633,5.00774,5.09121,5.15289,5.22119,5.25000,5.25000,5.25000,5.20466,5.20000,5.20286,5.20026,5.23511,5.22011,5.22218,5.24125,5.25234,5.24346,5.21739,5.23077,5.21739,5.21504,5.20267
40,부산,영도구,영도구,8.35443,8.35443,8.35443,8.35443,8.35443,8.35443,8.01694,8.00000,8.00000,8.00625,7.71429,7.71429,7.85901,7.96099,7.96099,7.80539,7.65840,7.67532,7.63636,7.39413,7.37758,7.38462,7.50000,7.50000,7.63636,7.63636,7.53533,7.29774,7.19665,7.05882,7.19329,6.85714,6.85714,6.94129,6.54545,6.54545,6.35378,6.66667,6.63333,6.82162,7.04026,7.09093,7.20000,6.97674,7.09665,6.84643,6.84251,6.85714,6.83681,6.84697,6.83681,6.70797,6.70797,6.53956,6.40000,6.40000,6.15385,6.26499,6.27959,6.47735,6.79245,6.71868,6.71868,6.65604,6.54545,6.42614,6.54929,6.54545,6.58188,6.56106,6.51746,6.57666,6.54545,6.46154,6.40000,6.40000,6.32286,6.07549,6.08000,6.00000,6.00000,5.90220,5.97178,6.08696,6.00000,6.00000,6.00000,6.00000,6.00000,5.76423,5.79332,6.00000,6.00000,5.86403,5.78838,5.62670,5.68421,5.74853,5.61335,5.55904,5.53942,5.45455,5.70277,5.86169,5.91807,5.79310,5.88210,5.31076,5.37214,5.45455,5.52655,5.62670,5.57382,5.68807,5.76369,5.81818,5.81511,5.79310,5.66563,5.62670,5.64706,5.60000,5.45455,5.60000,5.58277,5.56838,5.46577,5.60496,5.51087,5.28000,5.51087,5.60248,5.54423,5.48571,5.60000,5.58446,5.57540,5.54972,5.50000,5.58291,5.47621,5.28194,5.33333,5.33333,5.48571,5.33333,5.44673,5.53846,5.58380,5.69295,5.69315,5.67552,5.64706,5.64706,5.64706,5.60000,5.39999,5.45455,5.42727,5.53846,5.84529,5.77333,6.00000,5.72534,5.74915,5.89499
41,부산,부산진구,부산진구,7.95221,7.95221,7.95221,7.95221,7.95221,7.95221,7.69565,7.70584,7.77700,7.84464,7.58187,7.52804,7.54286,7.43586,7.36300,7.23829,7.18061,7.50000,7.43023,7.38462,7.49015,7.64037,7.55147,7.33196,7.63144,8.00000,8.00000,8.04436,8.00000,7.50000,7.13479,7.00000,7.00000,7.11724,7.00000,6.67848,6.78298,6.68901,6.71179,6.57135,6.62896,6.66667,6.66667,6.66667,6.33220,6.34286,6.31734,6.54545,6.54545,6.46154,6.49412,6.51221,6.60000,6.30000,6.22222,6.14807,6.12564,6.00066,6.00000,6.00000,6.00000,5.93713,5.77723,5.81826,5.77778,5.89681,5.75135,5.71429,5.59272,5.49454,5.58763,5.45455,5.40327,5.25000,5.23042,5.25000,5.18716,5.07263,5.25547,5.17221,5.10284,5.08665,5.06464,5.14286,5.15436,5.24383,5.17341,5.22437,5.21739,5.09553,5.10638,5.09445,5.14286,5.18716,5.15402,5.18716,5.25000,5.21739,5.21739,5.18716,5.16791,5.13110,5.01255,5.20412,5.02517,4.95390,4.94118,4.94118,4.91267,4.90909,4.99002,5.00000,5.10000,5.00716,5.10000,5.05384,5.07852,5.14286,5.03415,4.93716,4.85692,5.00000,4.96964,4.89929,5.00000,5.00832,5.05263,5.13066,5.09343,5.13143,5.09343,4.90909,5.02375,4.88419,4.93224,4.87980,4.99101,5.05123,5.16297,5.36888,5.33333,5.30968,5.41299,5.44424,5.51210,5.50588,5.58340,5.59544,5.60000,5.64706,5.62609,5.57143,5.58909,5.62182,5.61568,5.66649,5.60000,5.60000,5.62417,5.73929,5.64706,5.56431,5.62403,5.61568,5.60000,5.57143
42,부산,동래구,동래구,7.68000,7.68000,7.68000,7.68000,7.68000,7.68000,7.45468,7.49248,7.20000,7.20760,7.08652,6.74423,6.66667,6.68119,6.51824,6.53117,6.47363,6.33799,6.31597,6.31336,6.54545,6.52566,6.22222,6.31579,6.32727,6.18101,6.16037,6.00000,6.00000,6.00662,6.00222,6.19355,6.18479,6.22222,6.19087,6.00000,5.98727,5.98445,6.00000,6.09050,6.00000,6.14106,6.09297,6.00000,6.00000,6.00000,6.00000,6.14061,6.01563,6.00000,6.00000,6.00000,5.99191,5.70376,5.71425,5.62500,5.51001,5.54184,5.37931,5.25715,5.23370,5.21739,5.14286,5.14286,5.13748,5.14286,5.23184,5.30208,5.41935,5.41935,5.14366,4.80933,4.80000,4.80000,4.80000,4.80000,4.77290,4.60593,4.50339,4.36887,4.21765,4.24951,4.50332,4.46760,4.70732,4.65306,4.78151,4.74477,4.61273,4.44444,4.39154,4.28571,4.25646,4.23529,4.23529,4.28571,4.40000,4.38182,4.28803,4.49784,4.50000,4.31700,4.22876,4.19851,4.17566,4.15475,4.14856,4.14589,4.18434,4.15724,4.13793,4.18225,4.08378,4.10526,4.20000,4.10731,4.08511,4.01300,4.05401,4.28563,4.25903,4.19214,4.20922,4.30502,4.20000,4.20000,4.14996,4.08300,4.23529,4.19215,4.20726,4.12500,4.23529,4.33333,4.23529,4.36364,4.28209,4.28767,4.32432,4.28253,4.34751,4.35156,4.36364,4.49643,4.61538,4.75933,4.80000,4.92349,4.96552,4.98058,5.01116,4.87933,4.92360,4.88162,4.88358,4.93867,4.94356,4.96683,5.07692,5.07692,4.98255,4.89078,4.85845,4.89796,4.85072,4.88145
43,부산,남구,남구,7.09091,7.09091,7.09091,7.09091,7.09091,7.09091,6.84390,6.77700,6.61270,6.52969,6.53496,6.54545,6.42857,6.43946,6.40771,6.54545,6.41219,6.26087,6.28571,6.10754,6.09017,6.00000,6.00000,6.00000,6.00000,6.00000,6.00000,6.00000,6.00000,6.01219,5.81818,5.63515,5.48571,5.36252,5.37630,5.45417,5.55413,5.53846,5.57143,5.66167,5.79414,5.68421,5.61774,5.65075,5.65601,5.54942,5.53846,5.45504,5.33333,5.25000,5.14286,5.13597,5.05263,5.14286,5.00000,4.94118,4.80000,4.80000,4.75795,4.63143,4.60274,4.54596,4.52861,4.54027,4.66612,4.70353,4.51027,4.40000,4.28728,4.24354,4.28571,4.15385,4.30623,4.35429,4.38053,4.36364,4.50000,4.63938,4.50000,4.51211,4.36364,4.28571,4.28602,4.28571,4.23529,4.28571,4.28874,4.55323,4.46802,4.57191,4.50000,4.44444,4.40000,4.32000,4.32092,4.37336,4.40236,4.39779,4.47664,4.64516,4.61846,4.54054,4.54286,4.49691,4.41343,4.36092,4.32667,4.31890,4.32000,4.21651,4.25908,4.24630,4.23692,4.28328,4.28042,4.24620,4.16333,4.13793,4.15385,4.11429,4.10526,4.19048,4.40000,4.55160,4.50000,4.55160,4.53397,4.40000,4.31730,4.28571,4.36582,4.26667,4.36628,4.45011,4.61538,4.72835,4.76860,4.83540,4.84657,4.87500,4.83436,4.87500,4.72727,4.72727,4.71698,4.95283,5.10000,5.21739,5.23230,5.27884,5.20975,5.14286,5.12520,5.07692,5.08333,5.10312,5.14286,5.10777,5.14286,5.06250,5.00058,5.04000,5.04000,4.96668,4.99467,4.96102
44,부산,북구,북구,7.20000,7.20000,7.20000,7.20000,7.20000,7.20000,7.32348,7.50719,7.20905,7.26429,7.38462,7.60766,7.48333,7.38462,7.33333,7.50000,7.46083,7.40506,7.20768,7.08269,7.15708,7.18222,6.95532,6.84000,6.72009,6.66667,6.70427,6.61591,6.47401,6.35485,6.37647,6.27692,6.31898,6.39076,6.44566,6.28571,6.41561,6.48044,6.57633,6.54545,6.60720,7.00000,6.76595,6.58449,6.00000,6.00000,5.92520,5.83502,5.76923,5.81822,5.71429,5.80137,6.00000,5.99983,5.69185,5.71429,5.41639,5.33333,5.33333,5.33333,5.43808,5.26511,5.18141,5.16069,5.24275,5.14286,5.25000,5.40000,5.49888,5.21739,5.00000,5.08083,5.01679,4.80000,4.80000,4.82030,4.83974,4.90909,4.88834,4.91803,4.87990,4.82074,4.90353,5.00000,5.00000,4.97185,4.88136,4.88648,4.80000,4.80269,4.66667,4.61538,4.56043,4.62452,4.61538,4.50105,4.80000,4.68293,4.77191,4.61538,4.61769,4.78081,4.69565,4.65672,4.64516,4.59717,4.58824,4.50000,4.50000,4.50000,4.50000,4.50000,4.55172,4.61538,4.57143,4.69017,4.61538,4.61538,4.37160,4.36364,4.37956,4.33303,4.33213,4.16404,4.15385,4.06016,4.02180,4.00000,4.00000,4.20000,4.11429,4.26667,4.46512,4.57143,4.45079,4.33333,4.40645,4.44292,4.42105,4.43077,4.48494,4.50000,4.58516,4.77147,4.80000,4.89796,5.06083,5.14286,5.14286,4.80000,4.75000,4.71195,4.66202,4.66667,4.65130,4.90909,4.99873,5.02326,5.10689,5.17647,5.21375,5.25000,5.15892,5.14286,5.12212,5.07686
45,부산,해운대구,해운대구,7.08861,7.08861,7.08861,7.08861,7.08861,7.08861,7.03256,7.00000,6.98908,6.90835,6.85714,6.78261,6.85714,6.78261,6.75000,6.66667,6.66667,6.66008,6.54869,6.54545,6.54545,6.54379,6.46154,6.42857,6.46154,6.31579,6.28714,6.29088,6.28571,6.22222,6.13259,6.05290,6.00519,6.00000,6.00000,6.00000,6.00000,5.99946,5.99294,5.92997,5.89474,5.89112,5.82033,5.80030,5.73913,5.78301,5.71429,5.60000,5.53972,5.45455,5.38734,5.33333,5.25000,5.19182,5.10638,5.07692,5.05936,4.94834,4.90909,4.80000,4.73785,4.60396,4.50166,4.44444,4.42105,4.39518,4.36364,4.34483,4.33610,4.32349,4.28571,4.28571,4.27046,4.21965,4.23529,4.23324,4.22222,4.25806,4.28571,4.32463,4.33333,4.36364,4.36364,4.36496,4.38754,4.36364,4.42105,4.42105,4.44444,4.50000,4.48696,4.50000,4.44214,4.39124,4.40042,4.38462,4.36364,4.34905,4.36364,4.40000,4.40000,4.44444,4.46702,4.44706,4.48947,4.49723,4.49723,4.41053,4.41395,4.36364,4.39002,4.39786,4.36364,4.36070,4.33613,4.34439,4.33333,4.30769,4.26066,4.19046,4.17191,4.13748,4.10526,4.05918,4.10446,4.10901,4.15385,4.09646,4.14566,4.12526,4.14286,4.18802,4.28571,4.29855,4.30512,4.36541,4.34792,4.42105,4.49162,4.55172,4.66667,4.77313,4.83399,4.87500,4.91201,4.95783,5.04039,5.07042,5.09368,5.11111,5.14286,5.08007,5.06691,5.09282,5.10000,5.15576,5.14286,5.15071,5.14286,5.10759,5.09868,5.02519,5.07692,5.10708,5.14286,5.14085
46,부산,사하구,사하구,7.30453,7.30453,7.30453,7.30453,7.30453,7.30453,7.36148,7.00000,6.93233,7.20000,7.20000,7.20000,7.20000,7.38462,7.50000,7.20000,7.03125,6.85714,6.93532,6.85714,6.66667,7.00000,7.00000,7.16922,6.85714,6.87119,6.92308,6.54545,6.54545,6.35294,6.54545,6.43200,6.31579,6.66667,6.47837,6.40000,6.24344,6.40000,6.46154,6.00000,6.00000,6.00000,6.00000,6.00000,5.94756,6.00000,6.00000,6.00000,6.00000,6.00000,6.00000,6.00000,5.76583,5.53846,5.53846,5.63418,5.61702,5.60000,5.64706,5.71429,5.82843,5.66038,6.00000,6.00000,6.00000,5.86693,5.71429,5.99513,6.00000,5.53846,5.53846,5.53846,5.35714,5.20169,5.14286,5.08954,5.03174,5.14286,5.14286,5.25000,5.28000,5.45981,5.53846,5.33687,5.22198,5.26829,5.29167,5.20000,5.25000,5.26158,5.33333,5.33333,5.10990,5.05263,5.14286,5.14286,5.05263,5.06533,5.00000,5.02326,5.06678,5.11302,5.07042,5.06519,4.99727,4.96961,4.90353,4.88889,5.11434,5.14286,5.21739,5.16703,5.14286,5.20101,5.19225,5.19531,5.14286,4.98287,5.00125,5.06649,4.90909,4.94118,4.95909,5.00000,5.12055,5.01742,5.14286,5.07260,4.94421,4.88834,5.00000,5.14085,5.14286,5.14036,5.05387,5.06329,5.14286,5.14286,5.13619,5.19150,5.23676,5.09091,5.15323,5.25000,5.36842,5.45455,5.45113,5.46640,5.32385,5.38197,5.45284,5.33333,5.45455,5.40270,5.40934,5.42960,5.40000,5.53846,5.62617,5.58014,5.57000,5.74667,5.85366,5.66605,5.64820,5.76136
47,부산,금정구,금정구,7.69629,7.69629,7.69629,7.69629,7.69629,7.69629,7.52175,7.38462,7.38462,6.96767,7.02941,6.76657,6.51300,6.43801,6.66667,6.22342,6.00000,6.12248,6.07310,6.46154,6.54545,6.54545,6.01816,6.79184,6.54545,6.33357,6.00000,6.03465,6.00000,6.00000,6.00000,6.00000,6.15522,6.30743,6.15385,6.40000,6.13333,6.00000,6.00000,6.00000,6.11681,6.50000,6.34607,6.20753,6.11594,5.97482,5.94046,5.78149,5.78182,5.86667,6.00000,6.00000,6.00000,6.00000,6.00000,6.00000,5.70000,5.66038,5.23146,5.07618,5.38776,5.39075,5.14286,5.25000,4.91776,5.35385,5.14286,4.63027,4.36979,4.27619,4.26063,4.23583,4.25935,4.36364,4.57143,4.62222,4.71689,4.68293,4.88136,4.69565,4.68669,4.66667,4.59905,4.80000,4.80000,4.74731,4.70479,4.68293,4.36364,4.28260,4.24154,4.22291,4.36364,4.36339,4.40248,4.33089,4.34636,4.32387,4.24291,4.50000,4.48361,4.32000,4.61538,4.56571,4.50000,4.49248,4.64516,4.58529,4.56000,4.44478,4.36364,4.36980,4.28571,4.22291,4.07724,4.16447,4.21457,4.20000,4.17391,4.32257,4.28629,4.29476,4.13793,4.15385,4.10826,4.12484,4.10801,4.13793,4.07571,4.00000,4.03161,4.00473,4.16737,4.26893,4.26421,4.36932,4.38557,4.36364,4.36364,4.35276,4.32000,4.45714,4.61459,4.64234,4.68116,4.67532,4.74719,4.77466,4.74430,4.80000,4.80190,4.80000,4.90909,4.80000,4.80000,4.89635,4.96987,5.01368,5.03974,5.06478,4.96693,4.96552,4.94118,4.96552,5.00000,4.87214
48,부산,연제구,연제구,8.00000,8.00000,8.00000,8.00000,8.00000,8.00000,7.70330,7.73260,7.42466,7.00000,6.85714,7.05882,6.85714,6.45649,6.49327,6.34101,6.45649,6.44924,6.28833,6.40000,6.30000,6.40000,6.48680,6.48077,6.50000,6.40000,6.22709,6.19023,6.20149,6.00695,6.02091,6.02062,6.17049,6.29630,6.05179,6.15190,6.00000,6.00000,6.00000,5.96145,6.00000,6.00017,6.01596,6.00000,6.00000,6.00000,5.74977,5.78182,5.64706,5.91007,6.00000,5.99963,5.93108,5.57333,5.33333,5.33333,5.14286,5.14286,5.14286,5.06153,5.11688,5.15075,5.02866,4.96594,4.81351,4.95168,4.96710,4.80000,4.79971,4.64502,4.61538,4.50000,4.48648,4.50000,4.50000,4.50000,4.47947,4.41289,4.44444,4.53147,4.50000,4.50000,4.56371,4.59574,4.56571,4.54733,4.54858,4.61538,4.68047,4.59073,4.69565,4.71429,4.80000,4.78683,4.69565,4.80000,4.80000,4.72379,4.80000,4.80000,4.78757,4.70039,4.50000,4.50000,4.40367,4.33333,4.36364,4.41537,4.42007,4.36364,4.38276,4.40000,4.40000,4.34848,4.23553,4.23529,4.22576,4.14589,4.15385,4.23529,4.20949,4.20811,4.22741,4.26075,4.28571,4.37107,4.21765,4.13038,4.18450,4.00000,3.86617,3.92228,3.91411,4.08545,4.20000,4.28658,4.36364,4.40000,4.48548,4.51765,4.58824,4.53008,4.59130,4.68928,4.81509,5.00944,5.10638,5.14156,5.20000,5.20000,5.20002,5.18830,5.08218,5.14286,5.17444,5.10595,5.00000,5.01463,5.05087,5.00000,4.97332,5.00000,4.98113,4.92283,4.86486,4.80581
49,부산,수영구,수영구,8.00000,8.00000,8.00000,8.00000,8.00000,8.00000,8.21912,8.00000,8.03813,7.71429,7.66292,7.69769,8.00000,7.75004,7.59663,7.53269,7.51716,7.92773,7.50000,8.00000,8.00000,8.18435,7.95133,7.74194,7.53331,7.50000,7.50000,7.14314,7.37143,7.21659,7.30594,7.07487,6.85714,7.04534,6.92789,6.85714,6.55554,6.46775,6.57602,6.55554,6.65803,6.57162,6.50661,6.46154,6.33962,6.40000,6.46154,6.45630,6.40000,6.53789,6.48228,6.00000,6.00000,6.00000,6.00000,5.72317,5.90041,5.66075,5.63731,5.52470,5.52851,5.60394,5.53846,5.45455,5.37621,5.56553,5.24842,5.14286,5.14286,5.20013,5.14286,4.89231,4.81940,4.71605,4.67460,4.79776,4.92816,4.87500,4.75301,4.80768,4.80000,4.66667,4.58549,4.66635,4.80000,4.76364,4.72401,4.72033,4.94118,4.90909,4.80000,4.80000,4.87042,4.94151,4.85700,4.90909,5.00000,5.00000,5.08068,5.14286,5.06667,5.05166,4.94118,5.00481,4.94959,4.94118,4.90909,4.72143,4.80000,4.70320,4.66667,4.66667,4.60808,4.63961,4.48716,4.49358,4.51571,4.53240,4.65939,4.65939,4.64516,4.76972,4.68055,4.64118,4.67831,4.50000,4.52942,4.50000,4.63656,4.47440,4.62201,4.62201,4.73352,4.87500,4.86768,4.82464,4.86486,4.80000,4.80000,4.92330,4.96113,5.06357,5.14286,5.25000,5.18919,5.21739,5.18919,5.37957,5.40845,5.38421,5.33333,5.36683,5.43767,5.47500,5.48571,5.53846,5.53846,5.53846,5.51041,5.54032,5.41564,5.53846,5.53846,5.53846,5.53846,5.57542
