buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,excluUseAr,floor,jibun,monthlyRent,offiNm,preDeposit,preMonthlyRent,sggCd,sggNm,umdNm,useRRRight
2009,, ,23,4,2015,"14,000",25.35,12,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2007,, ,1,4,2015,"23,000",86.17,8,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2006,, ,17,4,2015,"10,500",22.61,7,190,10,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2006,, ,8,4,2015,"1,000",37.15,10,117,85,충정로대우디오빌,,,11410,서대문구,합동, 
2004,, ,28,4,2015,"2,000",19.81,4,103-6,50,라이온스톤,,,11410,서대문구,연희동, 
2009,, ,22,4,2015,"14,000",25.35,12,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2009,, ,16,4,2015,"14,500",25.35,8,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2007,, ,18,4,2015,"26,000",86.17,6,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2002,, ,23,5,2015,500,13.33,6,92-7,45,창천오피스텔,,,11410,서대문구,창천동, 
2007,, ,30,5,2015,"34,000",97.65,9,194-30,0,브라운스톤 연희,,,11410,서대문구,연희동, 
2009,, ,22,5,2015,"14,500",25.35,15,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2014,, ,20,5,2015,"1,000",28.3,14,104-36,90,신촌자이엘라,,,11410,서대문구,대현동, 
2009,, ,29,5,2015,"14,500",25.35,12,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2009,, ,1,5,2015,"14,000",25.35,15,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2009,, ,18,5,2015,"14,500",25.35,15,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2009,, ,27,5,2015,"14,000",25.35,12,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2001,, ,11,5,2015,500,16.2,3,212-2,52,연희소프트빌,,,11410,서대문구,연희동, 
2004,, ,30,5,2015,"10,000",22.11,7,490,0,홍익사랑,,,11410,서대문구,창천동, 
2009,, ,4,6,2015,"7,000",25.35,12,192,42,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2002,, ,15,6,2015,"2,000",21.06,3,122-3,40,정연 지오빌,,,11410,서대문구,연희동, 
2004,, ,6,6,2015,"1,000",22.11,8,490,40,홍익사랑,,,11410,서대문구,창천동, 
2005,, ,20,6,2015,"1,000",16.83,2,218-1,55,연희체스트빌,,,11410,서대문구,연희동, 
2007,, ,27,6,2015,"5,000",86.17,4,340-27,135,현대싱그런,,,11410,서대문구,연희동, 
2006,, ,23,6,2015,"1,000",29.25,10,117,75,충정로대우디오빌,,,11410,서대문구,합동, 
2003,, ,10,6,2015,"12,000",26.03,4,136-7,0,(136-7),,,11410,서대문구,연희동, 
2005,, ,20,6,2015,"12,000",20.4,2,218-1,0,연희체스트빌,,,11410,서대문구,연희동, 
2002,, ,6,6,2015,"7,500",19.44,5,122-3,5,정연 지오빌,,,11410,서대문구,연희동, 
2002,, ,29,6,2015,"3,000",19.44,2,122-3,30,정연 지오빌,,,11410,서대문구,연희동, 
2004,, ,20,7,2015,"10,500",22.54,6,103-6,0,라이온스톤,,,11410,서대문구,연희동, 
2015,, ,16,7,2015,"1,000",18.98,5,90-58,60,(90-58),,,11410,서대문구,대현동, 
2006,, ,2,7,2015,"27,000",58.53,4,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2004,, ,2,7,2015,"6,000",19.25,8,78-4,0,시아 루비움,,,11410,서대문구,연희동, 
2003,, ,28,7,2015,"1,000",22.23,3,88-11,60,정연지오빌ll,,,11410,서대문구,연희동, 
2005,, ,8,7,2015,"2,500",16.83,9,218-1,40,연희체스트빌,,,11410,서대문구,연희동, 
2003,15.08~16.08,신규,11,7,2015,"3,000",22.23,2,88-11,40,정연지오빌ll,,,11410,서대문구,연희동, 
2002,, ,17,7,2015,"1,000",20.39,5,121-4,48,오벨리스크,,,11410,서대문구,연희동, 
2006,, ,8,7,2015,"10,000",22.61,10,190,15,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2003,, ,14,7,2015,"2,000",23.97,3,353-4,37,(353-4),,,11410,서대문구,남가좌동, 
2009,, ,5,8,2015,"4,000",25.35,18,192,55,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2005,, ,29,8,2015,"4,000",26.64,11,27-20,60,신촌가이아,,,11410,서대문구,대현동, 
2009,, ,28,8,2015,"17,500",56.12,5,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
2006,, ,22,8,2015,"10,000",22.61,9,190,13,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2015,, ,17,8,2015,"1,000",18.98,6,90-58,60,(90-58),,,11410,서대문구,대현동, 
2006,, ,13,8,2015,"16,500",29.26,2,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2015,, ,17,8,2015,500,19.8,9,56-119,71,SONG'S 8,,,11410,서대문구,대현동, 
2009,, ,12,8,2015,"18,000",35.53,15,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2004,, ,7,8,2015,"3,000",19.25,3,78-4,30,시아 루비움,,,11410,서대문구,연희동, 
2015,, ,15,8,2015,"14,000",20.3,3,56-119,0,SONG'S 8,,,11410,서대문구,대현동, 
2009,, ,12,9,2015,"2,000",56.12,2,165-2,63,코지펠리스,,,11410,서대문구,홍은동, 
2005,, ,2,9,2015,"15,000",31.41,6,29-81,0,신촌 르메이에르타운5,,,11410,서대문구,창천동, 
2014,, ,12,9,2015,"1,000",29.45,6,104-36,93,신촌자이엘라,,,11410,서대문구,대현동, 
2003,, ,25,9,2015,"12,000",25.53,3,88-11,0,정연지오빌ll,,,11410,서대문구,연희동, 
2015,, ,16,9,2015,"13,500",18.98,7,90-58,0,(90-58),,,11410,서대문구,대현동, 
2004,, ,25,9,2015,"1,000",28.5,6,20-41,63,아남오피스텔,,,11410,서대문구,창천동, 
2015,, ,15,9,2015,"8,500",14.5,6,90-41,0,(90-41),,,11410,서대문구,대현동, 
2015,, ,18,9,2015,"9,500",20.3,4,56-119,30,SONG'S 8,,,11410,서대문구,대현동, 
2003,, ,16,9,2015,500,15.94,7,80-7,50,파라다이스텔에스비,,,11410,서대문구,연희동, 
2004,, ,17,9,2015,"2,000",19.81,6,103-6,55,라이온스톤,,,11410,서대문구,연희동, 
2006,, ,28,10,2015,"20,000",61.22,11,117,50,충정로대우디오빌,,,11410,서대문구,합동, 
2004,, ,3,10,2015,"7,000",21.75,8,343-1,0,선정오피스텔,,,11410,서대문구,북가좌동, 
2009,, ,14,10,2015,"6,000",25.35,18,192,45,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2002,, ,9,10,2015,"6,500",20.39,6,121-4,0,오벨리스크,,,11410,서대문구,연희동, 
2006,, ,24,10,2015,"17,500",29.25,12,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2002,, ,28,10,2015,"8,000",20.67,7,100-15,0,브라운 힐,,,11410,서대문구,연희동, 
2005,, ,3,10,2015,"8,000",16.83,2,218-1,0,연희체스트빌,,,11410,서대문구,연희동, 
2009,, ,10,10,2015,"14,500",25.35,11,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2004,, ,15,10,2015,"5,000",22.11,9,490,30,홍익사랑,,,11410,서대문구,창천동, 
2009,, ,3,10,2015,"18,500",35.53,11,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2006,, ,21,11,2015,500,29.26,15,117,72,충정로대우디오빌,,,11410,서대문구,합동, 
2006,, ,16,11,2015,"10,000",22.61,8,190,5,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2009,, ,3,11,2015,"15,000",56.12,7,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
2002,, ,11,11,2015,"1,000",25.73,2,76-24,40,(76-24),,,11410,서대문구,연희동, 
2007,, ,24,11,2015,"5,000",28.79,4,194-30,50,브라운스톤 연희,,,11410,서대문구,연희동, 
2009,, ,17,11,2015,"14,500",25.35,12,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2014,, ,22,11,2015,"5,000",29.62,3,104-36,70,신촌자이엘라,,,11410,서대문구,대현동, 
2014,, ,19,11,2015,"1,000",29.62,3,104-36,90,신촌자이엘라,,,11410,서대문구,대현동, 
2009,, ,24,11,2015,"26,000",81.24,3,164,0,천지인에이동,,,11410,서대문구,홍은동, 
2014,, ,18,11,2015,"5,000",29.64,5,104-36,70,신촌자이엘라,,,11410,서대문구,대현동, 
2014,, ,5,12,2015,"21,500",29.62,11,104-36,0,신촌자이엘라,,,11410,서대문구,대현동, 
2006,, ,5,12,2015,"17,000",29.25,2,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2006,, ,31,12,2015,"10,500",22.61,10,190,10,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2009,, ,9,12,2015,"3,000",25.35,7,192,60,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2009,, ,11,12,2015,"18,000",56.12,8,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
2007,, ,24,12,2015,"40,000",116.81,7,194-30,0,브라운스톤 연희,,,11410,서대문구,연희동, 
2004,, ,31,12,2015,"1,000",19.26,6,97-64,65,경선파인 오피스텔,,,11410,서대문구,창천동, 
2003,, ,23,12,2015,500,15.94,6,80-7,50,파라다이스텔에스비,,,11410,서대문구,연희동, 
2003,, ,28,12,2015,500,19.24,3,80-7,55,파라다이스텔에스비,,,11410,서대문구,연희동, 
2005,, ,19,12,2015,"9,000",19.01,4,103-7,0,스페이스엠,,,11410,서대문구,연희동, 
2009,, ,12,1,2016,"5,000",25.35,17,192,50,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2001,, ,6,1,2016,500,16.2,2,212-2,50,연희소프트빌,,,11410,서대문구,연희동, 
2009,, ,23,1,2016,"1,000",25.35,9,192,70,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2005,, ,9,1,2016,"5,000",24.92,12,29-81,50,신촌 르메이에르타운5,,,11410,서대문구,창천동, 
2014,, ,18,1,2016,"15,000",25.76,16,104-5,25,신촌푸르지오시티,,,11410,서대문구,대현동, 
2002,, ,5,1,2016,500,20.39,5,121-4,45,오벨리스크,,,11410,서대문구,연희동, 
2003,, ,21,1,2016,"5,000",17.34,1,396-25,0,동림오벨리스크,,,11410,서대문구,홍은동, 
2006,, ,3,1,2016,"10,000",22.61,10,190,10,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2005,, ,29,1,2016,"9,000",19.01,4,103-7,0,스페이스엠,,,11410,서대문구,연희동, 
2005,, ,20,1,2016,"8,500",19.01,2,103-7,0,스페이스엠,,,11410,서대문구,연희동, 
2001,, ,4,2,2016,"9,000",16.2,9,212-2,0,연희소프트빌,,,11410,서대문구,연희동, 
2014,, ,4,2,2016,"10,000",27.66,10,104-5,50,신촌푸르지오시티,,,11410,서대문구,대현동, 
2005,, ,23,2,2016,"1,000",22.74,7,27-20,70,신촌가이아,,,11410,서대문구,대현동, 
2002,, ,16,2,2016,500,20.72,7,100-15,47,브라운 힐,,,11410,서대문구,연희동, 
2006,, ,27,2,2016,"18,500",29.25,3,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2007,, ,12,2,2016,"44,000",132.63,10,194-30,0,브라운스톤 연희,,,11410,서대문구,연희동, 
2003,, ,2,2,2016,500,15.94,9,80-7,50,파라다이스텔에스비,,,11410,서대문구,연희동, 
2007,, ,18,2,2016,"33,500",86.17,9,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2005,, ,15,2,2016,"2,000",26.64,6,27-20,65,신촌가이아,,,11410,서대문구,대현동, 
2005,, ,27,2,2016,"5,000",26.34,14,29-81,50,신촌 르메이에르타운5,,,11410,서대문구,창천동, 
2009,, ,31,3,2016,"14,500",25.35,7,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2002,, ,16,3,2016,"10,000",20.39,2,121-4,0,오벨리스크,,,11410,서대문구,연희동, 
2009,, ,5,3,2016,"16,500",25.35,5,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2007,, ,23,3,2016,"38,000",115.53,8,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2009,, ,28,3,2016,"5,000",25.35,4,192,50,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2006,, ,6,3,2016,"9,500",22.61,3,190,15,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2006,, ,22,3,2016,"9,800",22.61,4,190,17,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2003,, ,30,3,2016,"2,000",17.34,1,396-25,20,동림오벨리스크,,,11410,서대문구,홍은동, 
2007,, ,10,3,2016,"35,000",86.17,10,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2003,16.04~18.04,신규,24,3,2016,"8,000",15.94,3,80-7,0,파라다이스텔에스비,,,11410,서대문구,연희동, 
2006,, ,27,4,2016,"18,500",29.25,9,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2009,, ,14,4,2016,"5,000",25.35,4,192,50,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2003,, ,25,4,2016,"4,000",22.23,6,88-11,30,정연지오빌ll,,,11410,서대문구,연희동, 
2007,, ,13,4,2016,"35,000",86.17,5,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2009,, ,5,4,2016,"7,000",25.35,12,192,42,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2009,, ,14,4,2016,"7,000",25.35,12,192,42,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2002,, ,6,4,2016,"10,000",22.9,2,92-7,0,창천오피스텔,,,11410,서대문구,창천동, 
2007,, ,27,4,2016,"31,000",86.17,1,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2009,, ,23,4,2016,"1,000",25.35,10,192,70,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2004,, ,22,4,2016,"1,000",17.16,3,78-4,45,시아 루비움,,,11410,서대문구,연희동, 
2009,, ,17,5,2016,"7,000",25.35,5,192,40,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2009,, ,17,5,2016,"17,000",25.35,11,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2004,, ,9,5,2016,"1,000",24.29,8,45-5,65,이화인비따레오피스텔,,,11410,서대문구,대현동, 
2009,, ,27,5,2016,"7,000",25.35,16,192,40,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2009,, ,12,5,2016,"15,000",25.35,15,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2014,, ,31,5,2016,"1,000",25.76,17,104-5,90,신촌푸르지오시티,,,11410,서대문구,대현동, 
2009,, ,27,5,2016,"1,000",25.35,14,192,70,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2006,, ,16,5,2016,"29,000",61.73,7,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2009,, ,5,5,2016,"7,000",25.35,12,192,42,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2005,, ,17,5,2016,"1,000",19.01,1,103-7,50,스페이스엠,,,11410,서대문구,연희동, 
2009,, ,3,6,2016,"5,000",22.72,19,192,45,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2004,, ,22,6,2016,"1,000",24.29,9,45-5,65,이화인비따레오피스텔,,,11410,서대문구,대현동, 
2006,, ,13,6,2016,"1,000",29.25,4,117,75,충정로대우디오빌,,,11410,서대문구,합동, 
2009,, ,28,6,2016,"7,500",25.35,17,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2016,, ,11,6,2016,"23,000",55.72,3,392-5,0,미다스,,,11410,서대문구,북가좌동, 
2004,, ,25,6,2016,"1,000",19.38,5,97-64,65,경선파인 오피스텔,,,11410,서대문구,창천동, 
2009,, ,7,6,2016,"5,000",25.35,4,192,50,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2004,, ,25,6,2016,"1,000",19.25,6,78-4,50,시아 루비움,,,11410,서대문구,연희동, 
2003,, ,30,6,2016,"11,000",22.23,5,88-11,0,정연지오빌ll,,,11410,서대문구,연희동, 
2002,, ,20,6,2016,"7,000",14.11,2,92-7,0,창천오피스텔,,,11410,서대문구,창천동, 
2003,, ,18,7,2016,"1,000",26.66,1,413-126,45,(413-126),,,11410,서대문구,연희동, 
2005,, ,20,7,2016,"15,000",34.22,5,116,20,SK리쳄블,,,11410,서대문구,합동, 
2015,, ,10,7,2016,"1,000",18.98,4,90-58,60,(90-58),,,11410,서대문구,대현동, 
2009,, ,18,7,2016,"5,000",25.35,3,192,50,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2005,, ,21,7,2016,"1,000",16.83,7,218-1,55,연희체스트빌,,,11410,서대문구,연희동, 
2006,, ,21,7,2016,"19,500",29.25,14,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2009,, ,26,7,2016,"7,000",25.35,5,192,40,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2005,, ,19,7,2016,"1,000",61.23,14,116,140,SK리쳄블,,,11410,서대문구,합동, 
2003,16.08~18.08,신규,4,7,2016,"8,000",15.94,3,80-7,0,파라다이스텔에스비,,,11410,서대문구,연희동, 
2002,, ,9,7,2016,"2,000",20.39,3,121-4,50,오벨리스크,,,11410,서대문구,연희동, 
2005,, ,3,8,2016,"20,000",41.57,4,116,0,SK리쳄블,,,11410,서대문구,합동, 
2003,, ,18,8,2016,"9,500",18.9,4,188-57,0,(188-57),,,11410,서대문구,연희동, 
2004,, ,13,8,2016,"1,000",21.75,10,343-1,40,선정오피스텔,,,11410,서대문구,북가좌동, 
2006,, ,21,8,2016,"29,000",59.02,15,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2006,, ,9,8,2016,"1,000",28.5,8,20-51,70,신영스카이텔,,,11410,서대문구,창천동, 
2006,, ,26,8,2016,"11,000",42.66,2,169-3,0,드리밍 아파트,,,11410,서대문구,연희동, 
2007,, ,26,8,2016,"35,000",86.17,8,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2005,, ,8,8,2016,"1,000",31.41,9,29-81,80,신촌 르메이에르타운5,,,11410,서대문구,창천동, 
2003,, ,26,8,2016,500,15.94,6,80-7,55,파라다이스텔에스비,,,11410,서대문구,연희동, 
2009,, ,10,8,2016,"20,000",56.12,5,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
2009,, ,28,9,2016,"14,000",35.53,11,192,25,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2002,, ,30,9,2016,"1,000",20.39,3,121-4,50,오벨리스크,,,11410,서대문구,연희동, 
2009,, ,23,9,2016,"18,000",56.12,3,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
2003,, ,9,9,2016,"5,500",22.2,2,446-270,0,(446-270),,,11410,서대문구,연희동, 
2005,, ,27,9,2016,"2,000",41.57,7,116,86,SK리쳄블,,,11410,서대문구,합동, 
2001,, ,3,9,2016,500,16.2,8,212-2,50,연희소프트빌,,,11410,서대문구,연희동, 
2004,, ,2,9,2016,"10,500",19.81,2,103-6,0,라이온스톤,,,11410,서대문구,연희동, 
2004,, ,2,9,2016,"1,000",19.81,6,103-6,65,라이온스톤,,,11410,서대문구,연희동, 
2004,, ,11,9,2016,500,24.29,8,45-5,68,이화인비따레오피스텔,,,11410,서대문구,대현동, 
2009,, ,7,9,2016,"1,000",25.35,10,192,70,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2006,, ,23,10,2016,"10,000",22.61,8,190,17,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2004,, ,8,10,2016,"13,500",29.56,4,465,0,충정리시온,,,11410,서대문구,충정로3가, 
2006,, ,21,10,2016,"18,000",58.53,5,117,60,충정로대우디오빌,,,11410,서대문구,합동, 
2009,, ,17,10,2016,"7,000",25.35,15,192,45,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2009,, ,22,10,2016,"1,000",25.35,13,192,70,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2014,, ,25,10,2016,"22,500",29.62,12,104-36,0,신촌자이엘라,,,11410,서대문구,대현동, 
2007,, ,4,10,2016,"46,000",132.63,10,194-30,0,브라운스톤 연희,,,11410,서대문구,연희동, 
2009,, ,24,10,2016,"19,000",56.12,8,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
2014,16.12~17.12,신규,8,10,2016,"15,000",27.61,9,104-36,40,신촌자이엘라,,,11410,서대문구,대현동, 
2006,, ,29,10,2016,"14,000",57.15,2,169-3,0,드리밍 아파트,,,11410,서대문구,연희동, 
2003,, ,25,11,2016,"8,000",26.03,3,136-7,0,(136-7),,,11410,서대문구,연희동, 
2007,, ,15,11,2016,"3,000",85.25,1,340-27,120,현대싱그런,,,11410,서대문구,연희동, 
2009,, ,3,11,2016,"7,500",25.35,11,192,40,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2002,, ,28,11,2016,500,20.67,2,100-15,47,브라운 힐,,,11410,서대문구,연희동, 
2007,, ,10,11,2016,"31,000",64.41,9,194-30,0,브라운스톤 연희,,,11410,서대문구,연희동, 
2006,, ,22,11,2016,"18,500",29.25,10,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2006,, ,22,11,2016,"1,000",30.86,9,117,70,충정로대우디오빌,,,11410,서대문구,합동, 
2004,, ,22,11,2016,"3,000",29.56,4,465,50,충정리시온,,,11410,서대문구,충정로3가, 
2006,, ,16,11,2016,"15,000",58.53,10,117,60,충정로대우디오빌,,,11410,서대문구,합동, 
2005,, ,14,11,2016,"5,000",41.08,5,116,80,SK리쳄블,,,11410,서대문구,합동, 
2005,, ,8,12,2016,"1,000",41.57,16,116,95,SK리쳄블,,,11410,서대문구,합동, 
2007,, ,16,12,2016,"2,000",89.73,1,340-27,150,현대싱그런,,,11410,서대문구,연희동, 
2003,, ,28,12,2016,"8,000",21.42,4,396-25,0,동림오벨리스크,,,11410,서대문구,홍은동, 
2009,, ,12,12,2016,"18,200",56.12,2,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
2009,, ,23,12,2016,"19,000",56.12,2,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
2005,, ,8,12,2016,"23,000",41.08,14,116,0,SK리쳄블,,,11410,서대문구,합동, 
2006,, ,23,12,2016,"10,000",22.61,10,190,17,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2009,, ,26,12,2016,"14,000",25.35,10,192,15,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2009,, ,26,12,2016,"14,000",25.35,10,192,15,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2014,, ,8,12,2016,"1,000",29.62,6,104-36,90,신촌자이엘라,,,11410,서대문구,대현동, 
2009,, ,17,1,2017,"23,000",56.12,10,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
2006,, ,12,1,2017,"10,000",22.61,4,190,19,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2007,, ,31,1,2017,"26,000",89.73,2,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2009,, ,11,1,2017,"7,000",25.35,5,192,40,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2009,, ,31,1,2017,"3,000",25.35,6,192,60,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2006,, ,14,1,2017,"10,300",22.61,6,190,17,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2014,, ,13,1,2017,"2,000",27.61,8,104-36,80,신촌자이엘라,,,11410,서대문구,대현동, 
2002,, ,25,1,2017,500,13.33,5,92-7,45,창천오피스텔,,,11410,서대문구,창천동, 
2005,, ,13,1,2017,"9,000",19.01,5,103-7,0,스페이스엠,,,11410,서대문구,연희동, 
2014,, ,14,1,2017,"22,000",29.62,5,104-36,0,신촌자이엘라,,,11410,서대문구,대현동, 
2002,, ,4,2,2017,500,13.33,6,92-7,45,창천오피스텔,,,11410,서대문구,창천동, 
2015,, ,6,2,2017,"16,000",18.98,6,90-58,0,(90-58),,,11410,서대문구,대현동, 
2004,, ,3,2,2017,"1,000",20.52,6,97-64,65,경선파인 오피스텔,,,11410,서대문구,창천동, 
2004,, ,5,2,2017,"1,000",22.08,9,45-5,65,이화인비따레오피스텔,,,11410,서대문구,대현동, 
2014,, ,1,2,2017,"10,000",25.76,18,104-5,50,신촌푸르지오시티,,,11410,서대문구,대현동, 
2009,, ,27,2,2017,"5,000",56.12,3,165-2,55,코지펠리스,,,11410,서대문구,홍은동, 
2007,, ,2,2,2017,"10,000",114.15,3,340-27,120,현대싱그런,,,11410,서대문구,연희동, 
2007,, ,10,2,2017,"36,000",115.53,5,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2003,, ,24,2,2017,"21,000",98.61,2,274-99,0,홍은그린아파트,,,11410,서대문구,홍은동, 
2009,, ,22,2,2017,"17,500",25.35,8,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2005,, ,15,3,2017,"5,000",19.01,4,103-7,30,스페이스엠,,,11410,서대문구,연희동, 
2006,, ,22,3,2017,"9,800",22.61,4,190,21,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2009,, ,18,3,2017,"3,000",35.53,14,192,70,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2009,, ,4,3,2017,"17,500",25.35,6,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2006,, ,7,3,2017,"10,000",29.26,5,117,40,충정로대우디오빌,,,11410,서대문구,합동, 
2005,, ,29,3,2017,500,34.22,4,116,85,SK리쳄블,,,11410,서대문구,합동, 
2007,, ,27,3,2017,"17,000",28.79,5,194-30,0,브라운스톤 연희,,,11410,서대문구,연희동, 
2006,, ,2,3,2017,"9,800",19.4,2,190,18,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2006,, ,5,3,2017,"9,500",22.61,3,190,18,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2005,, ,11,3,2017,"5,000",41.57,11,116,75,SK리쳄블,,,11410,서대문구,합동, 
2004,, ,24,4,2017,"1,000",19.04,4,188-3,60,(188-3),,,11410,서대문구,연희동, 
2009,, ,8,4,2017,"6,000",25.35,12,192,47,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2007,, ,21,4,2017,"40,000",156.24,11,194-30,80,브라운스톤 연희,,,11410,서대문구,연희동, 
2006,, ,6,4,2017,"20,000",29.26,3,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2014,, ,15,4,2017,"21,000",28.43,21,104-5,0,신촌푸르지오시티,,,11410,서대문구,대현동, 
2006,, ,9,4,2017,"9,800",22.61,5,190,21,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2007,, ,26,4,2017,"5,000",86.17,7,340-27,130,현대싱그런,,,11410,서대문구,연희동, 
2002,, ,4,4,2017,"1,000",25.73,7,76-24,50,(76-24),,,11410,서대문구,연희동, 
2001,, ,22,4,2017,"7,000",16.2,5,212-2,0,연희소프트빌,,,11410,서대문구,연희동, 
2009,, ,17,4,2017,"5,000",25.35,9,192,50,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2006,, ,2,5,2017,"9,800",22.61,2,190,20,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2005,, ,5,5,2017,"24,000",41.57,11,116,0,SK리쳄블,,,11410,서대문구,합동, 
